Venue,Event_Name,Description,Start_Date,Start_Time,End_Date,End_Time,Link,City,Image,Privacy,Background 
Caesars Event Center at Caesars Southern Indiana,The Price is Right Live!,,2020-07-25, 20:00:00,,,http://eventful.com/elizabeth_in/events/price-right-live-/E0-001-132693109-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Elizabeth,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/039/719/144-5.jpeg_/price-right-live-44.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/039/719/144-5.jpeg_/price-right-live-44.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/039/719/144-5.jpeg_/price-right-live-44.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/039/719/144-5.jpeg_/price-right-live-44.jpeg
128
128

",1,1
Shepardsville Music Barn,Natalie Berry,"
",2020-07-25, 19:00:00,,,http://louisville.eventful.com/events/natalie-berry-/E0-001-133994027-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Shepherdsville,,1,1
Brown Theatre on Broadway,Franco Escamilla,,2020-07-25, 19:00:00,,,http://louisville.eventful.com/events/franco-escamilla-/E0-001-133597925-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Mag Bar,The Mighty Ohio- Bury Me in Lights- Push Start,"
",2020-07-25, 20:00:00,,,http://louisville.eventful.com/events/mighty-ohio-bury-me-lights-push-start-/E0-001-134141998-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
FHS,RISE,check your email for your rise enrichment pass&nbsp;,2020-07-21, 13:00:00,2020-07-21, 18:00:00,http://louisville.eventful.com/events/rise-/E0-001-135042330-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Fairdale,,1,1
FHS,ENRICHMENT,GYM WALKING TRACK&nbsp;,2020-07-14, 09:00:00,2020-07-14, 10:00:00,http://louisville.eventful.com/events/enrichment-/E0-001-135041579-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Shepherdsville,,1,1
OCS Arts Center,Creative Cartoon Art Camp 2,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/creative-cartoon-art-camp-2-/E0-001-133550489-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Crestwood,,1,1
Our Savior Lutheran Church,Cosmic Cookie Dough Grades 3-5 Our Savior Lutheran,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/cosmic-cookie-dough-grades-35-our-savior-luth-/E0-001-131957857-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Our Savior Lutheran Church,Young Surgeon Our Savior Lutheran,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/young-surgeon-our-savior-lutheran-/E0-001-131956773-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Our Savior Lutheran Church,Coding With Roblox Our Savior Lutheran,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/coding-roblox-our-savior-lutheran-/E0-001-131953423-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Knights Hall,Bellarmine Basketball Guards/Post Camp,,2020-07-06, 00:00:00,2020-07-09, 00:00:00,http://louisville.eventful.com/events/bellarmine-basketball-guardspost-camp-/E0-001-132709232-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Our Savior Lutheran Church,American Girl Our Savior,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/american-girl-our-savior-/E0-001-132029097-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
OCS Arts Center,Show in a Week - Whodunnit Mystery Theatre Camp 2,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/show-week-whodunnit-mystery-theatre-camp-2-/E0-001-133534002-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Crestwood,,1,1
OCS Arts Center,Aladdin Performing Arts Camp,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/aladdin-performing-arts-camp-/E0-001-133543884-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Crestwood,,1,1
Knights Hall,2020 July Week 1 (PM 6th-7th Grade),,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/2020-july-week-1-pm-6th7th-grade-/E0-001-134790458-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
BU Surf Center,2020 July Week 1 (AM 2nd-3rd Grade),,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/2020-july-week-1-am-2nd3rd-grade-/E0-001-134790498-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Our Savior Lutheran Church,Quad Copters Our Savior Lutheran,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/quad-copters-our-savior-lutheran-/E0-001-131954434-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
CenterStage Theatre,Seussical KIDS - July Session - 2 weeks,,2020-07-06, 00:00:00,2020-07-17, 00:00:00,http://louisville.eventful.com/events/seussical-kids-july-session-2-weeks-/E0-001-133892673-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
OCS Arts Center,Illustration Camp,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/illustration-camp-/E0-001-133547123-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Crestwood,,1,1
Headliner's Music Hall,Canceled: American Aquarium – Lamentations Tour -  with Emily Scott Robinson," 18 and over <p><a href=""https://www.facebook.com/americanaquarium/"" rel=""nofollow"">FACEBOOK</a> | <a href=""https://twitter.com/USAquarium"" rel=""nofollow"">TWITTER</a> | <a href=""https://www.instagram.com/americanaquarium/"" rel=""nofollow"">INSTAGRAM</a> | <a href=""https://www.youtube.com/channel/UCb1XfpXKezkoAxB_EFFN6Wg"" rel=""nofollow"">YOUTUBE</a><p><p><a href=""https://www.facebook.com/emilyscottrobinson/"" rel=""nofollow"">FACEBOOK</a> | <a href=""https://twitter.com/emilyscottrobin?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor"" rel=""nofollow"">TWITTER</a> | <a href=""https://www.instagram.com/emilyscottrobinson/?hl=en"" rel=""nofollow"">INSTAGRAM</a> | <a href=""https://www.youtube.com/channel/UCK8Cwk26nXaR0WjnS5yZ2KQ"" rel=""nofollow"">YOUTUBE</a><br><p><strong>VIP TICKET: $100 </strong><br><strong>American Aquareium Pre-Show Meet & Greet Experience:</strong><br> · One premium reserved ticket in the first rows -or- one general admission ticket<br> · VIP early entry into the venue<br> · Exclusive meet & greet with American Aquarium<br> · Personal photograph with American Aquarium<br> · Access to a private pre-show soundcheck performance by American Aquarium<br> · Q&A session with American Aquarium<br> · One tour poster, autographed by American Aquarium<br> · Commemorative meet & greet laminate<br> · Merchandise shopping opportunity before doors open to public<br> · Limited availability</p></p></p></p>",2020-07-06, 20:00:00,,,http://louisville.eventful.com/events/canceled-american-aquarium-lamentations-tour-/E0-001-133734532-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Our Savior Lutheran,Quad Copters Our Savior Lutheran,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/quad-copters-our-savior-lutheran-/E0-001-133246090-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Louisville Palace,Boost Your Confidence On Camera To Grow Your Business With Video Marketing, Boost Your Confidence On Camera To Grow Your Business With Video Marketing Online,2020-07-06, 23:30:00,,,http://louisville.eventful.com/events/boost-your-confidence-camera-grow-your-busine-/E0-001-134633543-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/680/831-8.jpeg_/boost-your-confidence-camera-grow-your-business-vi-31.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/680/831-8.jpeg_/boost-your-confidence-camera-grow-your-business-vi-31.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/680/831-8.jpeg_/boost-your-confidence-camera-grow-your-business-vi-31.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/680/831-8.jpeg_/boost-your-confidence-camera-grow-your-business-vi-31.jpeg
128
128

",1,1
L & N Arena,Future Flock Elite Camp,,2020-07-06, 00:00:00,2020-07-08, 00:00:00,http://louisville.eventful.com/events/future-flock-elite-camp-/E0-001-133366531-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Our Savior Lutheran,Cosmic Cookie Dough Grades 1-2 Our Savior,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/cosmic-cookie-dough-grades-12-our-savior-/E0-001-133246004-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Walden School,Pokémon-apalooza,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/pokmonapalooza-/E0-001-132837121-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Our Savior Lutheran,American Girl Our Savior,,2020-07-06, 00:00:00,2020-07-10, 00:00:00,http://louisville.eventful.com/events/american-girl-our-savior-/E0-001-133247875-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
OCS Arts Center,Aca Awesome! Jr.,,2020-07-20, 00:00:00,2020-07-24, 00:00:00,http://louisville.eventful.com/events/aca-awesome-jr-/E0-001-133531952-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Crestwood,,1,1
OCS Arts Center,Mini Clay Creations Camp,,2020-07-20, 00:00:00,2020-07-24, 00:00:00,http://louisville.eventful.com/events/mini-clay-creations-camp-/E0-001-133542879-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,Crestwood,,1,1
BU Surf Center,2020 July Week 2 (PM 4th-5th Grade),,2020-07-20, 00:00:00,2020-07-24, 00:00:00,http://louisville.eventful.com/events/2020-july-week-2-pm-4th5th-grade-/E0-001-134789653-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
BU Surf Center,2020 July Week 2 (AM 2nd-3rd Grade),,2020-07-20, 00:00:00,2020-07-24, 00:00:00,http://louisville.eventful.com/events/2020-july-week-2-am-2nd3rd-grade-/E0-001-134790347-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Knights Hall,Bellarmine Basketball Skills Camp 3,,2020-07-20, 00:00:00,2020-07-24, 00:00:00,http://louisville.eventful.com/events/bellarmine-basketball-skills-camp-3-/E0-001-132710476-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
